date,platform,product,system,campaign,cost,impressions,clicks,revenue,new_user_revenue,installs,purchase_events
2026-03-29,FB,,Unknown,0328_Customer Form,119.71,5756,1023,0,0,0,0
2026-03-29,FB,Doni,Android,0110_AEO_MCY_Doni,204.02,5069,289,0,0,0,0
2026-03-29,FB,Doni,Android,0119_AEO_MCY_Doni,68.05,1994,60,0,0,0,0
2026-03-29,FB,Doni,Android,0127-Doni-and-VO-zm1,364.45,5496,93,0,0,0,0
2026-03-29,FB,Doni,Android,0128_AEO_MCY_Doni,150.32,4117,139,0,0,0,0
2026-03-29,FB,Doni,Android,0203_AEO_MCY_Doni,142.51,4823,113,0,0,0,0
2026-03-29,FB,Doni,Android,0211_AEO_MCY_Doni,60.0,2364,46,0,0,0,0
2026-03-29,FB,Doni,Android,0212_AEO_MCY_Doni,69.09,2938,48,0,0,0,0
2026-03-29,FB,Doni,Android,0218_AEO_MCY_Doni,64.44,2368,44,0,0,0,0
2026-03-29,FB,Doni,Android,0219_AEO_MCY_Doni,166.91,4301,157,0,0,0,0
2026-03-29,FB,Doni,Android,026_ AEO_MCY_Doni,139.69,5045,101,0,0,0,0
2026-03-29,FB,Doni,Android,0305_ AEO_MCY_Doni,240.99,10737,255,0,0,0,0
2026-03-29,FB,Doni,Android,0316-地区测试-Doni-and-AEO-zm1,96.07,4938,64,0,0,0,0
2026-03-29,FB,Doni,Android,0319-Doni-and-VO-zm1,113.71,1557,15,0,0,0,0
2026-03-29,FB,Doni,Android,0319_ AEO_MCY_Doni,60.18,2890,87,0,0,0,0
2026-03-29,FB,Doni,Android,0326_ AEO_MCY_Doni,234.13,12985,224,0,0,0,0
2026-03-29,FB,Doni,Android,0327_ AEO_MCY_Doni,81.53,2520,79,0,0,0,0
2026-03-29,FB,Doni,Android,11.13-Doni-and-AAAAEO-zm1,298.17,9928,315,0,0,0,0
2026-03-29,FB,Doni,Android,11.14-Doni-and-AEO-zm1,461.46,10196,182,0,0,0,0
2026-03-29,FB,Doni,Android,11.16-Doni-and-AEO-zm1,94.04,2000,31,0,0,0,0
2026-03-29,FB,Doni,Android,11.28-Doni-and-AEO-zm1,359.16,21663,249,0,0,0,0
2026-03-29,FB,Doni,Android,1212_AEO_MCY_Doni,115.66,3071,56,0,0,0,0
2026-03-29,FB,Doni,Android,1213-Doni-and-AEO-zm1,168.24,4103,71,0,0,0,0
2026-03-29,FB,Doni,Android,20251219-Doni-and-aeo-cww-wcx,86.7,2463,48,0,0,0,0
2026-03-29,FB,Doni,Android,Doni And_syh_260306_AEO,1256.1,49931,1060,0,0,0,0
2026-03-29,FB,Doni,Android,Doni and-zm1-260324-VO-FB,213.55,2670,38,0,0,0,0
2026-03-29,FB,Doni,Android,Doni and_cy1_20260325_VO_常规,178.02,3433,71,0,0,0,0
2026-03-29,FB,Doni,Android,Doni and_cy1_20260327_VO_最大,107.62,2045,41,0,0,0,0
2026-03-29,FB,Doni,Android,Doni and_dsk_20260317_aeo_定投,175.65,9722,204,0,0,0,0
2026-03-29,FB,Doni,Android,Doni and_wvv_20260324_vo_常规_,539.2,6198,135,0,0,0,0
2026-03-29,FB,Doni,Android,Doni and_wvv_20260329_aeo_aaa_,59.65,2929,70,0,0,0,0
2026-03-29,FB,Doni,Android,Doni and_wvv_20260329_vo_常规_,305.18,4104,113,0,0,0,0
2026-03-29,FB,Dora And,Android,0110-22-Dora-and-AEO-zm1,205.93,5923,89,0,0,0,0
2026-03-29,FB,Dora And,Android,0111-22-Dora-and-AEO-zm1,114.88,2644,45,0,0,0,0
2026-03-29,FB,Dora And,Android,0114_AEO_MCY_Dora,131.45,4709,81,0,0,0,0
2026-03-29,FB,Dora And,Android,0115-Dora-and-VO-zm1,237.11,3533,62,0,0,0,0
2026-03-29,FB,Dora And,Android,0118_AEO_MCY_Dora,63.29,2535,51,0,0,0,0
2026-03-29,FB,Dora And,Android,0120-11-Dora-and-AEO-zm1,1028.92,36201,432,0,0,0,0
2026-03-29,FB,Dora And,Android,0127-Dora-and-VO-zm1,240.91,9916,76,0,0,0,0
2026-03-29,FB,Dora And,Android,0210_AEO_MCY_Dora,86.77,3607,38,0,0,0,0
2026-03-29,FB,Dora And,Android,0211_AEO_MCY_Dora,137.56,5098,81,0,0,0,0
2026-03-29,FB,Dora And,Android,0225_AEO_MCY_Dora,126.14,4785,88,0,0,0,0
2026-03-29,FB,Dora And,Android,0228_VO_MCY_Dora,267.09,5127,63,0,0,0,0
2026-03-29,FB,Dora And,Android,0304_VO_MCY_Dora,58.25,784,19,0,0,0,0
2026-03-29,FB,Dora And,Android,0316_AEO_MCY_Dora,56.9,2826,46,0,0,0,0
2026-03-29,FB,Dora And,Android,0319-lhfb-Dora and//voo 28,304.77,8969,96,0,0,0,0
2026-03-29,FB,Dora And,Android,0319-liuhfb-Dora and//aeo,198.78,7916,111,0,0,0,0
2026-03-29,FB,Dora And,Android,0319_AEO_MCY_Dora,57.56,2355,59,0,0,0,0
2026-03-29,FB,Dora And,Android,0320-liuhfb--Dora and//-aaa 13cj,185.0,8176,61,0,0,0,0
2026-03-29,FB,Dora And,Android,0320-liuhfb--Dora and//-aaa 14,149.65,5392,93,0,0,0,0
2026-03-29,FB,Dora And,Android,0320-liuhfb-Dora and// cj,129.64,4924,63,0,0,0,0
2026-03-29,FB,Dora And,Android,0320-liuhfb-Dora and//voo 36,119.26,5149,55,0,0,0,0
2026-03-29,FB,Dora And,Android,0325-liuhfb--Dora and//-aaa 15,43.7,2636,39,0,0,0,0
2026-03-29,FB,Dora And,Android,0325_and_Dora_ymt_冲,187.38,8832,159,0,0,0,0
2026-03-29,FB,Dora And,Android,0327-liuh-Dora and-//aaa 15,174.17,7666,98,0,0,0,0
2026-03-29,FB,Dora And,Android,0327-liuh-Dora and-//aeo,413.24,14900,167,0,0,0,0
2026-03-29,FB,Dora And,Android,0327-liuh-Dora and-//vo,62.22,1269,6,0,0,0,0
2026-03-29,FB,Dora And,Android,0327_AEO_MCY_Dora,111.44,3880,57,0,0,0,0
2026-03-29,FB,Dora And,Android,0327_and_Dora测新_ymt_5,28.05,1094,4,0,0,0,0
2026-03-29,FB,Dora And,Android,0328_AEO_MCY_Dora,427.79999999999995,15320,213,0,0,0,0
2026-03-29,FB,Dora And,Android,0328_and_Dora低_ymt_1,72.32,2811,37,0,0,0,0
2026-03-29,FB,Dora And,Android,0329_and_Dora测新_ymt_1,204.85,6002,55,0,0,0,0
2026-03-29,FB,Dora And,Android,0329_and_Dora测新_ymt_2,141.81,4071,45,0,0,0,0
2026-03-29,FB,Dora And,Android,0329_and_Dora测新_ymt_3,148.52,4007,48,0,0,0,0
2026-03-29,FB,Dora And,Android,0329_and_Dora测新_ymt_4,222.06,5427,60,0,0,0,0
2026-03-29,FB,Dora And,Android,0329_and_Dora测新_ymt_6,185.3,4576,60,0,0,0,0
2026-03-29,FB,Dora And,Android,0329_and_Dora测新_ymt_7,235.91,6364,56,0,0,0,0
2026-03-29,FB,Dora And,Android,0923-Dora-and-AAAEO-zm1,92.4,3408,63,0,0,0,0
2026-03-29,FB,Dora And,Android,1001-Dora-and-AAAEO-zm1,243.54,6953,77,0,0,0,0
2026-03-29,FB,Dora And,Android,1011-22-Dora-and-AEO-zm1,235.25,8190,98,0,0,0,0
2026-03-29,FB,Dora And,Android,1018-22-Dora-and-AEO-zm1,138.55,2737,78,0,0,0,0
2026-03-29,FB,Dora And,Android,11.12-Dora-and-AEO-zm1,202.79,13484,70,0,0,0,0
2026-03-29,FB,Dora And,Android,11.16-Dora-and-VO-zm1,139.37,3175,45,0,0,0,0
2026-03-29,FB,Dora And,Android,11.28-Dora-and-VO-zm1,289.13,5927,87,0,0,0,0
2026-03-29,FB,Dora And,Android,1126_AEO_MCY,90.18,1954,48,0,0,0,0
2026-03-29,FB,Dora And,Android,1204-22-Dora-and-AEO-zm1,345.18,10210,170,0,0,0,0
2026-03-29,FB,Dora And,Android,1212_AEO_MCY_Dora,55.64,1356,22,0,0,0,0
2026-03-29,FB,Dora And,Android,20260326_and_Dora_ymt_aeoC,246.72,8268,105,0,0,0,0
2026-03-29,FB,Dora And,Android,3.21 AEOc cyl cbo,541.36,12720,164,0,0,0,0
2026-03-29,FB,Dora And,Android,Dora And_syh_260129_VO,573.05,10947,177,0,0,0,0
2026-03-29,FB,Dora And,Android,Dora and_dsk_2026025_VO_定投,120.46,3231,28,0,0,0,0
2026-03-29,FB,Dora And,Android,Dora and_dsk_2026027_VO_最大,202.16,4198,72,0,0,0,0
2026-03-29,FB,Dora And,Android,Dora and_wvv_20260325_vo_系数0.6_,50.15,1250,5,0,0,0,0
2026-03-29,FB,Dora And,Android,Dora and_wvv_20260328_vo_常规_2,47.31,944,14,0,0,0,0
2026-03-29,FB,Dora And,Android,Dora and_wvv_20260329_aeo_aaa_,111.39,4353,68,0,0,0,0
2026-03-29,FB,Dora And,Android,Dora and_wvv_20260329_vo_常规_,63.81,1184,14,0,0,0,0
2026-03-29,FB,Dora And,Android,Dora_and_zmf_abo_aeo_0318_1,99.16,3608,48,0,0,0,0
2026-03-29,FB,Dora And,Android,Dora_and_zmf_abo_aeo_0327_1,58.82,2633,32,0,0,0,0
2026-03-29,FB,Dora And,Android,Dora_and_zmf_abo_vo_0320_01_copy0215,96.71,1422,12,0,0,0,0
2026-03-29,FB,Dora And,Android,Dora_and_zmf_abo_vo_0321_1,138.06,2757,39,0,0,0,0
2026-03-29,FB,Dora iOS,iOS,0119-Dora-ios-AEO-zm1,281.42,9842,241,0,0,0,0
2026-03-29,FB,Dora iOS,iOS,0124-Dora-ios-AEO-zm1,273.2,9154,286,0,0,0,0
2026-03-29,FB,Dora iOS,iOS,2.7 AEOc cbo- cyl,447.33,11941,366,0,0,0,0
2026-03-29,FB,Dora iOS,iOS,3.10 AEOc cyl,1238.67,33960,961,0,0,0,0
2026-03-29,FB,Dora iOS,iOS,3.10 VOc cyl,951.84,22186,513,0,0,0,0
2026-03-29,FB,Dora iOS,iOS,Dora iOS_syh_260127_AEO,532.26,30245,452,0,0,0,0
2026-03-29,FB,Dora iOS,iOS,Dora iOS_syh_260130_VO,431.42,8854,211,0,0,0,0
2026-03-29,FB,Dora iOS,iOS,Dora_ios_10.29 AEO_Enzo_zmf,927.23,33258,917,0,0,0,0
2026-03-29,FB,Dora iOS,iOS,Dora_ios_9.29 AEO_zmf,919.43,24771,521,0,0,0,0
2026-03-29,FB,Dora iOS,iOS,Dora_ios_wcx_abo_aeo_1113,1232.77,38118,743,0,0,0,0
2026-03-29,FB,Dora iOS,iOS,Dora_ios_wcx_aeo_1026_110,373.62,15878,292,0,0,0,0
2026-03-29,FB,Dora iOS,iOS,Dora_ios_zmf_abo_aeo_0320_1,113.89,4368,96,0,0,0,0
2026-03-29,FB,Dora iOS,iOS,dora_ios_AEO_MCY_1106_,4484.2,161458,2213,0,0,0,0
2026-03-29,FB,Dora iOS,iOS,dora_ios_AEO_MCY_1115,1487.38,46959,664,0,0,0,0
2026-03-29,FB,GraceChat,iOS,0130-GC-ios-AEO-zm1,577.88,15641,474,0,0,0,0
2026-03-29,FB,GraceChat,iOS,0226-GC-ios-AEO-zm1,188.36,5289,168,0,0,0,0
2026-03-29,FB,GraceChat,iOS,0227-lhfb-GC ios-AEO,249.93,10186,348,0,0,0,0
2026-03-29,FB,GraceChat,iOS,0320-2-GC-ios-VO-zm1,421.97,16392,499,0,0,0,0
2026-03-29,FB,GraceChat,iOS,0320-GC-ios-VO-zm1,336.51,12038,288,0,0,0,0
2026-03-29,FB,GraceChat,iOS,0326-liuhfb-GC ios-//aaa 01,136.28,5340,439,0,0,0,0
2026-03-29,FB,GraceChat,iOS,0627-2-GC-ios-AEO-zm1,68.31,3226,92,0,0,0,0
2026-03-29,FB,GraceChat,iOS,GC ios-zm1-260328-VO-FB,161.05,3181,83,0,0,0,0
2026-03-29,FB,Jovia And,Android,0203-1-Jovia-and-AAAAEO-zm1,133.39,2851,70,0,0,0,0
2026-03-29,FB,Jovia And,Android,0203-2-Jovia-and-AEO-zm1,452.67,9490,227,0,0,0,0
2026-03-29,FB,Jovia And,Android,0205-1-Jovia-and-AEO-zm1,563.0,9401,284,0,0,0,0
2026-03-29,FB,Jovia And,Android,0212-Jovia-and-AAAAEO-zm1,110.61,2461,67,0,0,0,0
2026-03-29,FB,Jovia And,Android,0304_AEO_Jovla_MCY_,76.76,1661,35,0,0,0,0
2026-03-29,FB,Jovia And,Android,2.10 VOc cyl,257.05,1854,36,0,0,0,0
2026-03-29,FB,Jovia And,Android,Jovia And_syh_260304_AEO,211.43,3595,116,0,0,0,0
2026-03-29,FB,Jovia And,Android,Jovia and-zm1-260321-AEO-FB,200.54,4517,101,0,0,0,0
2026-03-29,FB,Jovia And,Android,Jovia and-zm1-260326-1-AEO-FB,190.77,4764,125,0,0,0,0
2026-03-29,FB,Jovia And,Android,Jovia and-zm1-260328-AEO-FB,287.34,19711,66,0,0,0,0
2026-03-29,FB,Luma,iOS,0110_Luma_iOS_AEO_MCY,209.11,2222,53,0,0,0,0
2026-03-29,FB,Luma,iOS,0219_Luma_iOS_AEO_MCY,302.29,9552,323,0,0,0,0
2026-03-29,FB,Luma,iOS,1230_Luma_iOS_AEO_MCY,262.77,2361,100,0,0,0,0
2026-03-29,FB,Luma,iOS,Luma iOS_syh_260305_AEO,140.68,5607,175,0,0,0,0
2026-03-29,FB,Luma,iOS,Luma iOS_syh_260312_AEO,141.53,5356,193,0,0,0,0
2026-03-29,FB,Luma,iOS,Luma_ios_zmf_abo_0325_1,73.14,1214,28,0,0,0,0
2026-03-29,FB,Luma,iOS,Luma_ios_zmf_abo_0326_1,186.53,5441,163,0,0,0,0
2026-03-29,FB,Luma,iOS,Luma_ios_zmf_abo_1220_2,105.37,2148,71,0,0,0,0
2026-03-29,FB,Romi And,Android,0310-Romi-and-AEO-zm1,221.53,5058,142,0,0,0,0
2026-03-29,FB,Romi And,Android,0311-1-Romi-and-AEO-zm1,91.89,1784,52,0,0,0,0
2026-03-29,FB,Romi And,Android,0311-liuhfb-Romi and//cj,112.58,2766,48,0,0,0,0
2026-03-29,FB,Romi And,Android,0312-liuhfb-Romi and//aeo,202.3,3980,89,0,0,0,0
2026-03-29,FB,Romi And,Android,0313-liuhfb-Romi and//aeo,106.28,1810,59,0,0,0,0
2026-03-29,FB,Romi And,Android,0317_and_Romi_ymt_AEOcbo,212.33,11313,260,0,0,0,0
2026-03-29,FB,Romi And,Android,0327-liuhfb-Romi and//aaa cj,228.46,13433,461,0,0,0,0
2026-03-29,FB,Romi And,Android,0329_and_Romi测新_ymt_1,152.53,2355,39,0,0,0,0
2026-03-29,FB,Romi And,Android,3.11 AEOc cyl,1397.64,35039,821,0,0,0,0
2026-03-29,FB,Romi And,Android,Romi And_syh_260310_AEO,142.65,12167,195,0,0,0,0
2026-03-29,FB,Romi And,Android,Romi and-zm1-260321-AEO-FB,87.09,1806,45,0,0,0,0
2026-03-29,FB,Romi And,Android,Romi and-zm1-260328-AEO-FB,176.93,3364,79,0,0,0,0
2026-03-29,FB,Romi And,Android,Romi and_dsk_20260320_VO_1-N-1,116.49,1010,29,0,0,0,0
2026-03-29,FB,Romi And,Android,Romi and_dsk_20260327_VO_常规,162.98,2272,67,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,0108-Romi-ios-AEO-zm1,471.38,14818,443,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,0110-Romi-ios-AEO-zm1,412.3,13798,290,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,0204-Romi-ios-VO-zm1,909.72,28354,809,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,1226-2-Romi-ios-AEO-zm1,2000.13,58149,935,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,2.5 VOc cbo cyl,5354.06,125398,2510,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,2.5_VO_cbo_copy wcx,228.26,6121,122,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,3.14 AEOc cbo cyl,320.25,10117,174,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,3.6 VOc cyl,1158.16,30677,722,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,Romi iOS_syh_260327_AEO,111.52,1202,44,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,Romi ios-W2A测试-0325-zm1,59.27,1587,65,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,Romi ios-W2A测试-0326-新落地页-zm1,60.19,1457,72,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,Romi ios-W2A测试-0328-1-zm1,47.73,1423,51,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,Romi ios-W2A测试-0328-2-zm1,204.68,2798,85,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,Romi_ios_wcx_purchase_abo_0120,382.83,13384,205,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,Romi_ios_wcx_purchase_abo_0320_copy,218.05,8138,100,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,Romi_ios_wcx_purchase_abo_1218,845.94,20340,480,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,Romi_ios_zmf_purchase_abo_0320_1,195.26,8176,181,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,Romi_ios_zmf_purchase_abo_0321_1,411.08,15730,184,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,Romi_ios_zmf_purchase_abo_0326_2,190.93,7927,108,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,Romi_ios_zmf_vo_cbo_0319_2,280.82,9279,213,0,0,0,0
2026-03-29,FB,Romi iOS,iOS,Romi_ios_zmf_vo_cbo_0325_1,168.98,4530,100,0,0,0,0
2026-03-29,GG,Doni,Android,0130-GG-Doni-and-firebase-2.5-zm1,204.1313,5246,129,0,0,0,0
2026-03-29,GG,Doni,Android,1224-GG-Doni-and-2.5出价-video-zm1,95.6683,8678,93,0,0,0,0
2026-03-29,GG,Doni,Android,20260101-gg-Doni-And-aeo-手动nv-wcx,591.3159,20283,390,0,0,0,0
2026-03-29,GG,Doni,Android,20260127-gg-Doni-And-purchase-wcx,1039.4689,30257,743,0,0,0,0
2026-03-29,GG,Doni,Android,Doni And_syh_260312_AEO,309.7076,16023,280,0,0,0,0
2026-03-29,GG,Doni,Android,Doni And_syh_260327_AEO,215.4247,9298,134,0,0,0,0
2026-03-29,GG,Doni,Android,Doni and-zm1-260321-GG-firebase-2.5,57.0315,3440,53,0,0,0,0
2026-03-29,GG,Doni,Android,Doni and-zm1-260328-GG-af-2.5,56.4321,2788,37,0,0,0,0
2026-03-29,GG,Doni,Android,Doni_and_zmf_2.5_purchase_0227_1-gg,32.6446,1768,46,0,0,0,0
2026-03-29,GG,Doni,Android,Doni_and_zmf_2.5_purchase_0321_1-gg,163.0941,8166,135,0,0,0,0
2026-03-29,GG,Doni,Android,Doni_and_zmf_2.5_purchase_0327_1-gg,40.1289,2263,43,0,0,0,0
2026-03-29,GG,Dora And,Android,Dora And_syh_260311_AEO,2289.394,13872,916,0,0,0,0
2026-03-29,GG,Dora And,Android,Dora_and_wcx_2.5purchase_1105_V,178.474,24955,212,0,0,0,0
2026-03-29,GG,Dora And,Android,Dora_and_zmf_2.5_purchase_0320_1-gg,49.2429,876,15,0,0,0,0
2026-03-29,GG,Dora And,Android,Dora_and_zmf_2.5_purchase_0327_1-gg,4.5759,133,5,0,0,0,0
2026-03-29,GG,Dora And,Android,Dora_and_zmf_2.5_purchase_0327_2-gg,58.6748,1974,36,0,0,0,0
2026-03-29,GG,Dora And,Android,Dora_and_zmf_2.5_purchase_1119_1-gg,310.2982,16808,206,0,0,0,0
2026-03-29,GG,Jovia And,Android,JoviaAnd_syh_260312_AEO,306.7701,4627,179,0,0,0,0
2026-03-29,TT,,Unknown,0303 PWA-ymt old_link_new,89.45,9846,212,0,0,0,0
2026-03-29,TT,,Unknown,0319 PWA-ymt old_link_new,88.57,3477,97,0,0,0,0
2026-03-29,TT,,Unknown,0326 PWA-ymt old_link_new,60.14,2255,93,0,0,0,0
2026-03-29,TT,,Unknown,0326 PWA-ymt old_link_new 02,1.32,90,6,0,0,0,0
2026-03-29,TT,,Unknown,0326 PWA-ymt old_link_new 05,0.06,2,0,0,0,0,0
2026-03-29,TT,,Unknown,0326 PWA-ymt old_link_new 06,98.5,5995,114,0,0,0,0
2026-03-29,TT,,Unknown,0326 PWA-ymt old_link_new 07,16.19,859,26,0,0,0,0
2026-03-29,TT,,Unknown,0327 PWA-ymt old_link_new 01,101.81,5552,197,0,0,0,0
2026-03-29,TT,,Unknown,0327 PWA-ymt old_link_new 01_copy,49.96,3039,112,0,0,0,0
2026-03-29,TT,,Unknown,0327 PWA-ymt old_link_new 02,142.48,8105,288,0,0,0,0
2026-03-29,TT,,Unknown,0327 PWA-ymt old_link_new 02_copy,50.0,3012,111,0,0,0,0
2026-03-29,TT,,Unknown,0329 PWA-ymt old_link_new,203.59,12857,277,0,0,0,0
2026-03-29,TT,,Unknown,PWA-260117-2-old_link,269.32,21527,517,0,0,0,0
2026-03-29,TT,,Unknown,PWA-260228-1-old_link-test,548.88,53725,1383,0,0,0,0
2026-03-29,TT,,Unknown,PWA-260228-2-old_link_new,198.76,11314,490,0,0,0,0
2026-03-29,TT,Doni,Android,0117-TT原生-Doni-and-s+VO-zm1,103.97,11846,75,0,0,0,0
2026-03-29,TT,Doni,Android,0130-2-TT-Doni-and-s+VO-zm1,23.38,2776,4,0,0,0,0
2026-03-29,TT,Doni,Android,0312-TT-Doni-and-s+VO-zm1,34.97,2229,6,0,0,0,0
2026-03-29,TT,Doni,Android,0317-lhtt-Doni and//s+ cj,92.39,6508,78,0,0,0,0
2026-03-29,TT,Doni,Android,11.20-TT-Doni-and-AEO-smart-zm1,73.43,4785,37,0,0,0,0
2026-03-29,TT,Doni,Android,1213-0.6-TT-Doni-and-s+VO-zm1,41.69,3211,6,0,0,0,0
2026-03-29,TT,Doni,Android,Doni And_syh_260306_VO,120.24,25557,115,0,0,0,0
2026-03-29,TT,Doni,Android,Doni and-zm1-260321-1-AEO-TT,0.79,113,0,0,0,0,0
2026-03-29,TT,Doni,Android,Doni and-zm1-260321-1-VO-TT,33.34,1565,6,0,0,0,0
2026-03-29,TT,Doni,Android,Doni and-zm1-260321-2-VO-TT,27.61,1080,4,0,0,0,0
2026-03-29,TT,Doni,Android,Doni and_wvv_260327_vo_TT_1,0.0,1,0,0,0,0,0
2026-03-29,TT,Doni,Android,Doni_安卓_MCY_0121_S+_1,50.0,4589,23,0,0,0,0
2026-03-29,TT,Doni,Android,Doni_安卓_MCY_0124_S+_,49.84,5849,30,0,0,0,0
2026-03-29,TT,Doni,Android,Doni_安卓_MCY_0124_S+_1,50.0,3723,44,0,0,0,0
2026-03-29,TT,Doni,Android,Doni_安卓_MCY_1116,253.9,18263,108,0,0,0,0
2026-03-29,TT,Doni,Android,Doni_安卓_MCY_1218_2,118.99,4955,40,0,0,0,0
2026-03-29,TT,Dora And,Android,Dora And_syh_260227_VO_1,14.23,1593,10,0,0,0,0
2026-03-29,TT,Dora iOS,iOS,12.26 VOc Smart+,35.1,3665,15,0,0,0,0
2026-03-29,TT,Dora iOS,iOS,12.27 VOc Smart+,34.76,2318,15,0,0,0,0
2026-03-29,TT,Dora iOS,iOS,12.31 VOc Smart+,84.45,5874,41,0,0,0,0
2026-03-29,TT,Dora iOS,iOS,Dora iOS_syh_260122_AEO_2,280.49,38742,331,0,0,0,0
2026-03-29,TT,GraceChat,iOS,GraceChat_syh_260210_VO,7.73,468,14,0,0,0,0
2026-03-29,TT,Jovia And,Android,Jovia And_syh_260306_AEO,150.58,15906,159,0,0,0,0
2026-03-29,TT,Jovia And,Android,Jovia And_syh_260306_VO,271.19,23637,174,0,0,0,0
2026-03-29,TT,Jovia And,Android,Jovia And_syh_260312_VO,110.06,8728,63,0,0,0,0
2026-03-29,TT,Luma,iOS,0329-lhtt-Luma ios//s+ cj,35.75,3328,38,0,0,0,0
2026-03-29,TT,Luma,iOS,Luma_ios_AEO_MCY_0113_s+,350.0,37595,142,0,0,0,0
2026-03-29,TT,Luma,iOS,Luma_ios_AEO_MCY_0121_s+_,50.0,1909,15,0,0,0,0
2026-03-29,TT,Luma,iOS,Luma_ios_AEO_MCY_0123_s+_1,70.0,7125,24,0,0,0,0
2026-03-29,TT,Luma,iOS,Luma_ios_AEO_MCY_0129_s+_1,70.0,7424,42,0,0,0,0
2026-03-29,TT,Luma,iOS,Luma_ios_AEO_MCY_0228_s+_1,70.0,9504,70,0,0,0,0
2026-03-29,TT,Luma,iOS,Luma_ios_AEO_MCY_0228_s+_2,69.97,5778,51,0,0,0,0
2026-03-29,TT,Luma,iOS,Luma_ios_AEO_MCY_0310_s+_1,50.0,5231,41,0,0,0,0
2026-03-29,TT,Luma,iOS,Luma_ios_wcx_aeo_0324_smart_1830,180.27,32235,598,0,0,0,0
2026-03-29,TT,Luma,iOS,Luma_ios_wcx_aeo_1119_smart,518.29,55174,313,0,0,0,0
2026-03-29,TT,Luma,iOS,Luma_ios_wcx_aeo_1225_smart,490.31,38782,256,0,0,0,0
2026-03-29,TT,Romi iOS,iOS,0228-lhtt-romi //s+ aeo,49.85,6080,46,0,0,0,0
2026-03-29,TT,Romi iOS,iOS,0304-lhtt-romi //s+ aeo,1056.88,154347,1183,0,0,0,0
2026-03-29,TT,Romi iOS,iOS,0308-lhtt-romi //s+ cj 01,54.02,5989,41,0,0,0,0
2026-03-29,TT,Romi iOS,iOS,0310-lhtt-romi //s+ cj,166.9,20551,140,0,0,0,0
2026-03-29,TT,Romi iOS,iOS,0312-lhtt-romi //s+ vo,4.18,548,3,0,0,0,0
2026-03-29,TT,Romi iOS,iOS,Romi iOS_syh_260326_AEO,50.03,6636,9,0,0,0,0
2026-03-29,TT,Romi iOS,iOS,Romi iOS_syh_260326_AEO_2,50.08,6899,26,0,0,0,0
2026-03-29,TT,Romi iOS,iOS,Romi_ios_zmf_smart_purchase_1128_03_tt,250.57,27162,213,0,0,0,0
2026-03-29,TT,Romi iOS,iOS,Romi_ios_zmf_smart_troas_1213_01_tt,900.49,68320,374,0,0,0,0
2026-03-29,TT,Romi iOS,iOS,Romi_ios_zmf_smart_troas_1217_01_tt,1001.25,72209,467,0,0,0,0
2026-03-30,FB,,Unknown,0328_Customer Form,55.14,2893,636,0,0,0,0
2026-03-30,FB,Doni,Android,0110_AEO_MCY_Doni,53.41,1591,58,0,0,0,0
2026-03-30,FB,Doni,Android,0119_AEO_MCY_Doni,15.36,439,14,0,0,0,0
2026-03-30,FB,Doni,Android,0127-Doni-and-VO-zm1,333.84,5840,76,0,0,0,0
2026-03-30,FB,Doni,Android,0128_AEO_MCY_Doni,27.47,924,12,0,0,0,0
2026-03-30,FB,Doni,Android,0203_AEO_MCY_Doni,27.57,1283,23,0,0,0,0
2026-03-30,FB,Doni,Android,0211_AEO_MCY_Doni,18.22,741,8,0,0,0,0
2026-03-30,FB,Doni,Android,0212_AEO_MCY_Doni,2.66,79,1,0,0,0,0
2026-03-30,FB,Doni,Android,0218_AEO_MCY_Doni,12.61,440,9,0,0,0,0
2026-03-30,FB,Doni,Android,0219_AEO_MCY_Doni,37.95,1029,41,0,0,0,0
2026-03-30,FB,Doni,Android,026_ AEO_MCY_Doni,40.7,1375,30,0,0,0,0
2026-03-30,FB,Doni,Android,0305_ AEO_MCY_Doni,52.45,2231,54,0,0,0,0
2026-03-30,FB,Doni,Android,0316-地区测试-Doni-and-AEO-zm1,39.77,2205,31,0,0,0,0
2026-03-30,FB,Doni,Android,0319-Doni-and-VO-zm1,73.11,1084,15,0,0,0,0
2026-03-30,FB,Doni,Android,0319_ AEO_MCY_Doni,15.18,721,17,0,0,0,0
