date,platform,product,system,campaign,cost,impressions,clicks,revenue,new_user_revenue,installs,purchase_events
2026-04-20,TT,Vika: Sync & Connect,Unknown,Vika iOS_syh_260420_AEO,61.86,3673,31,0,0,0,0
2026-04-21,FB,Doni,Android,,0,0,0,687.7000000000002,0.0,36,30
2026-04-21,FB,Doni,Android,0110_AEO_MCY_Doni,86.33,2346,81,0,0,0,0
2026-04-21,FB,Doni,Android,0119_AEO_MCY_Doni,52.67,1375,35,0,0,0,0
2026-04-21,FB,Doni,Android,0127-Doni-and-VO-zm1,282.85,5345,88,0,0,0,0
2026-04-21,FB,Doni,Android,0211_AEO_MCY_Doni,59.91,3355,65,0,0,0,0
2026-04-21,FB,Doni,Android,0219_AEO_MCY_Doni,88.64,2861,65,0,0,0,0
2026-04-21,FB,Doni,Android,026_ AEO_MCY_Doni,50.09,1826,40,0,0,0,0
2026-04-21,FB,Doni,Android,0305_ AEO_MCY_Doni,313.3,11417,248,0,0,0,0
2026-04-21,FB,Doni,Android,0326_ AEO_MCY_Doni,46.7,1895,34,0,0,0,0
2026-04-21,FB,Doni,Android,0327_ AEO_MCY_Doni,154.47,6922,166,0,0,0,0
2026-04-21,FB,Doni,Android,0331_ AEO_MCY_Doni,105.99,2792,71,0,0,0,0
2026-04-21,FB,Doni,Android,0401_ AEO_MCY_Doni,46.21,1830,35,0,0,0,0
2026-04-21,FB,Doni,Android,0408_ AEO_MCY_Doni,105.68,6546,131,0,0,0,0
2026-04-21,FB,Doni,Android,0414_ VO_MCY_Doni,94.25,4722,108,0,0,0,0
2026-04-21,FB,Doni,Android,0415_ VO_MCY_Doni,38.77,849,13,0,0,0,0
2026-04-21,FB,Doni,Android,0417-Doni-and-AEO-p-zm1,51.42,2248,100,0,0,0,0
2026-04-21,FB,Doni,Android,0418-Doni-and-VO-abo-zm1,294.19,11978,173,0,0,0,0
2026-04-21,FB,Doni,Android,0421_fb_and_测新doni_ymt_1,162.59,2240,26,0,0,0,0
2026-04-21,FB,Doni,Android,0421_fb_and_测新doni_ymt_2,148.47,4140,58,0,0,0,0
2026-04-21,FB,Doni,Android,0421_fb_and_测新doni_ymt_3,74.57,2093,22,0,0,0,0
2026-04-21,FB,Doni,Android,11.13-Doni-and-AAAAEO-zm1,240.02,9110,240,0,0,0,0
2026-04-21,FB,Doni,Android,11.14-Doni-and-AEO-zm1,723.35,15977,305,0,0,0,0
2026-04-21,FB,Doni,Android,11.28-Doni-and-AEO-zm1,430.0,16856,309,0,0,0,0
2026-04-21,FB,Doni,Android,1212_AEO_MCY_Doni,50.94,1337,20,0,0,0,0
2026-04-21,FB,Doni,Android,1213-Doni-and-AEO-zm1,175.03,4469,78,0,0,0,0
2026-04-21,FB,Doni,Android,20251219-Doni-and-aeo-cww-wcx,104.79,2450,41,0,0,0,0
2026-04-21,FB,Doni,Android,Doni And_syh_260306_AEO,431.42,12800,336,0,0,0,0
2026-04-21,FB,Doni,Android,Doni And_wvv_20260421_vo_1,154.42,3272,60,0,0,0,0
2026-04-21,FB,Doni,Android,Doni and-zm1-260324-VO-FB,242.24,4780,50,0,0,0,0
2026-04-21,FB,Doni,Android,Doni and-zm1-260404-AEO-FB,70.48,1628,27,0,0,0,0
2026-04-21,FB,Doni,Android,Doni and-zm1-260404-VO-cbo-FB,93.31,1012,17,0,0,0,0
2026-04-21,FB,Doni,Android,Doni and_cy1_20260403_VO_1-N-1,126.96,2451,26,0,0,0,0
2026-04-21,FB,Doni,Android,Doni and_cy1_20260405_VO_1-N-1,108.09,2726,38,0,0,0,0
2026-04-21,FB,Doni,Android,Doni and_cy1_20260408_aeo_常规,32.56,1481,25,0,0,0,0
2026-04-21,FB,Doni,Android,Doni and_cy1_20260409_VO_定投,87.11,1382,22,0,0,0,0
2026-04-21,FB,Doni,Android,Doni and_cy1_20260410_AEO_CBO,41.04,1408,32,0,0,0,0
2026-04-21,FB,Doni,Android,Doni and_cy1_20260415_CBO_0.8,28.92,579,12,0,0,0,0
2026-04-21,FB,Doni,Android,Doni and_cy1_20260416_CBO_0.75,127.35,2748,54,0,0,0,0
2026-04-21,FB,Doni,Android,Doni and_cy1_20260416_CBO_0.8,35.75,1127,7,0,0,0,0
2026-04-21,FB,Doni,Android,Doni and_wvv_20260324_vo_常规_,123.5,1317,38,0,0,0,0
2026-04-21,FB,Doni,Android,Doni and_wvv_20260329_vo_常规_,102.8,1156,34,0,0,0,0
2026-04-21,FB,Doni,Android,Doni and_wvv_20260409_vo_常规_1,218.05,2966,41,0,0,0,0
2026-04-21,FB,Doni,Android,Doni and_zjc_260413_VO_PIC,16.83,478,26,0,0,0,0
2026-04-21,FB,Doni,Android,Doni_and_zmf_abo_aeo_0418_2,38.03,1442,12,0,0,0,0
2026-04-21,FB,Doni,Android,Doni_and_zmf_abo_vo_0416_1,283.22,6531,82,0,0,0,0
2026-04-21,FB,Doni,Android,Doni_and_zmf_abo_vo_0418_1,59.95,1089,9,0,0,0,0
2026-04-21,FB,Doni,Android,Doni_and_zmf_abo_vo_0421_1_copy16,136.77,2434,47,0,0,0,0
2026-04-21,FB,Dora And,Android,0110-22-Dora-and-AEO-zm1,251.67,7027,87,0,0,0,0
2026-04-21,FB,Dora And,Android,0111-22-Dora-and-AEO-zm1,88.19,1936,33,0,0,0,0
2026-04-21,FB,Dora And,Android,0115-Dora-and-VO-zm1,82.36,1842,27,0,0,0,0
2026-04-21,FB,Dora And,Android,0118_AEO_MCY_Dora,57.94,2806,21,0.0,0.0,1,0
2026-04-21,FB,Dora And,Android,0120-11-Dora-and-AEO-zm1,815.51,24239,363,0,0,0,0
2026-04-21,FB,Dora And,Android,0127-Dora-and-VO-zm1,142.44,3551,40,33.93000000000001,0.0,1,7
2026-04-21,FB,Dora And,Android,0211_AEO_MCY_Dora,48.95,2138,31,0,0,0,0
2026-04-21,FB,Dora And,Android,0228_VO_MCY_Dora,150.36,3859,43,0,0,0,0
2026-04-21,FB,Dora And,Android,0304_VO_MCY_Dora,54.65,1852,15,0,0,0,0
2026-04-21,FB,Dora And,Android,0319-lhfb-Dora and//voo 28,1049.34,28303,405,0,0,0,0
2026-04-21,FB,Dora And,Android,0319-liuhfb-Dora and//aeo,120.44,3681,47,94.91,0.0,0,9
2026-04-21,FB,Dora And,Android,0319-liuhfb-Dora and//voo 28,0,0,0,190.88000000000002,0.0,2,12
2026-04-21,FB,Dora And,Android,0319_AEO_MCY_Dora,47.05,1729,30,0,0,0,0
2026-04-21,FB,Dora And,Android,0328_AEO_MCY_Dora,103.86,3939,79,0,0,0,0
2026-04-21,FB,Dora And,Android,0331_and_Dora二测_ymt_冲,360.45,18917,286,0,0,0,0
2026-04-21,FB,Dora And,Android,0404-lhfb-Dora and// aaa VOO 01,424.86,13209,206,0,0,0,0
2026-04-21,FB,Dora And,Android,0404-liuhfb-Dora and// aaa VOO 01,0,0,0,0.0,0.0,2,0
2026-04-21,FB,Dora And,Android,0409-liuhfb-Dora and-//aeoo,45.56,2215,42,0,0,0,0
2026-04-21,FB,Dora And,Android,0409_AEO_MCY_Dora,34.99,1390,18,0,0,0,0
2026-04-21,FB,Dora And,Android,0410-lhfb-Dora and// aaa VOO 04,131.49,3368,43,0,0,0,0
2026-04-21,FB,Dora And,Android,0410-liuhfb-Dora and// aaa VOO 04,0,0,0,44.97,0.0,0,3
2026-04-21,FB,Dora And,Android,0410_AEO_MCY_Dora,112.59,3302,36,13.98,0.0,0,2
2026-04-21,FB,Dora And,Android,0411-liuhfb-Dora and-//aeo-地区,67.19,2874,43,0,0,0,0
2026-04-21,FB,Dora And,Android,0415-liuhfb-Dora and// aaa VOO 05,189.7,5646,74,0,0,0,0
2026-04-21,FB,Dora And,Android,0417_AEO_MCY_Dora,121.81,6233,82,0,0,0,0
2026-04-21,FB,Dora And,Android,0418-liuhfb-Dora and//vo,209.15,7133,72,0,0,0,0
2026-04-21,FB,Dora And,Android,0419_and_Dora低_ymt_7,0.11,6,0,0,0,0,0
2026-04-21,FB,Dora And,Android,0420_and_Dora测新_ymt_2,37.47,1975,13,0,0,0,0
2026-04-21,FB,Dora And,Android,0420_and_Dora测新_ymt_4,20.55,750,6,0,0,0,0
2026-04-21,FB,Dora And,Android,0420_and_Dora测新_ymt_5,27.78,1357,13,0,0,0,0
2026-04-21,FB,Dora And,Android,0421_and_Dora低_ymt_1,146.86,4046,29,0,0,0,0
2026-04-21,FB,Dora And,Android,0421_and_Dora低_ymt_2,142.28,4721,37,0,0,0,0
2026-04-21,FB,Dora And,Android,0421_and_Dora低_ymt_3,156.38,5026,53,0,0,0,0
2026-04-21,FB,Dora And,Android,0421_and_Dora低_ymt_4,128.54,4431,48,0,0,0,0
2026-04-21,FB,Dora And,Android,0421_and_Dora低_ymt_5,115.18,3875,33,0,0,0,0
2026-04-21,FB,Dora And,Android,0923-Dora-and-AAAEO-zm1,90.47,3115,64,0,0,0,0
2026-04-21,FB,Dora And,Android,10.1 AAAAEO,0,0,0,0.0,0.0,1,0
2026-04-21,FB,Dora And,Android,10.1 AEO,0,0,0,31.96,0.0,1,4
2026-04-21,FB,Dora And,Android,10.4 AEO1,0,0,0,0.0,0.0,2,0
2026-04-21,FB,Dora And,Android,1001-Dora-and-AAAEO-zm1,268.16,6288,93,0,0,0,0
2026-04-21,FB,Dora And,Android,1011-1_FB_每日测新_P1,0,0,0,3.99,0.0,7,1
2026-04-21,FB,Dora And,Android,1011-22-Dora-and-AEO-zm1,184.66,7120,86,0,0,0,0
2026-04-21,FB,Dora And,Android,1011_FB_每日测新_复活(补测新改的gc改dora),0,0,0,0.0,0.0,4,0
2026-04-21,FB,Dora And,Android,1018-22-Dora-and-AEO-zm1,98.8,2334,65,0,0,0,0
2026-04-21,FB,Dora And,Android,11.12-Dora-and-AEO-zm1,89.09,2380,36,0,0,0,0
2026-04-21,FB,Dora And,Android,11.16-Dora-and-VO-zm1,113.58,2945,33,0,0,0,0
2026-04-21,FB,Dora And,Android,11.28-Dora-and-VO-zm1,167.35,4207,77,29.99,0.0,0,1
2026-04-21,FB,Dora And,Android,1126_AEO_MCY,39.5,1031,22,0,0,0,0
2026-04-21,FB,Dora And,Android,1204-22-Dora-and-AEO-zm1,276.15,9092,143,0,0,0,0
2026-04-21,FB,Dora And,Android,3.21 AEOc cyl cbo,880.26,33283,332,519.7400000000001,0.0,0,26
2026-04-21,FB,Dora And,Android,4.11 AEOc cbo Value cyl,721.73,14128,171,127.86,0.0,4,14
2026-04-21,FB,Dora And,Android,Dora And_syh_260129_VO,1231.9,30837,336,82.89999999999999,0.0,2,10
2026-04-21,FB,Dora And,Android,Dora and-zm1-260403-1-VO-FB,127.53,3595,27,0,0,0,0
2026-04-21,FB,Dora And,Android,Dora and-zm1-260411-1-VO-FB,69.07,2385,29,0,0,0,0
2026-04-21,FB,Dora And,Android,Dora and-zm1-260411-2-VO-FB-cbo,93.79,2506,23,269.4600000000002,0.0,1,54
2026-04-21,FB,Dora And,Android,Dora and_dsk_20260403_VO_1-N-1,59.1,967,10,0,0,0,0
2026-04-21,FB,Dora And,Android,Dora and_dsk_20260410_AEO_CBO,35.68,1609,31,0.0,0.0,1,0
2026-04-21,FB,Dora And,Android,Dora and_dsk_20260415_AEO_常规,34.64,1027,24,0,0,0,0
2026-04-21,FB,Dora And,Android,Dora and_dsk_20260416_CBO_0.7-,40.02,789,21,29.99,0.0,0,1
2026-04-21,FB,Dora And,Android,Dora and_dsk_20260416_CBO_0.75-,23.14,559,11,0,0,0,0
2026-04-21,FB,Dora And,Android,Dora and_zjc_260420_VO_ABO,50.0,1192,11,0,0,0,0
2026-04-21,FB,Dora And,Android,Dora and_zjc_260420_VO_CBO,34.75,855,9,0,0,0,0
2026-04-21,FB,Dora And,Android,Dora_and_zmf_abo_aeo_0411_1,63.23,2576,45,0,0,0,0
2026-04-21,FB,Dora And,Android,Dora_and_zmf_abo_vo_0421_1,85.88,1856,18,67.83000000000003,0.0,2,17
2026-04-21,FB,Dora iOS,iOS,0119-Dora-ios-AEO-zm1,216.01,7703,248,0,0,0,0
2026-04-21,FB,Dora iOS,iOS,0124-Dora-ios-AEO-zm1,471.77,17673,366,0,0,0,0
2026-04-21,FB,Dora iOS,iOS,0418-lhfb-Dora ios-//aaa vo,414.24,19390,426,0,0,0,0
2026-04-21,FB,Dora iOS,iOS,3.10 AEOc cyl,786.75,33105,720,3.99,0.0,1,1
2026-04-21,FB,Dora iOS,iOS,3.10 VOc cyl,4066.56,107744,3178,0,0,0,0
2026-04-21,FB,Dora iOS,iOS,4.18 VOc cyl,1208.78,37938,953,0,0,0,0
2026-04-21,FB,Dora iOS,iOS,Dora iOS_syh_260127_AEO,490.6,25282,497,3.99,0.0,0,1
2026-04-21,FB,Dora iOS,iOS,Dora iOS_syh_260130_VO,1048.03,35035,552,0,0,0,0
2026-04-21,FB,Dora iOS,iOS,Dora ios-W2A链路测试,50.78,1353,40,0,0,0,0
2026-04-21,FB,Dora iOS,iOS,Dora ios_wvv_0417_aeo_1,1178.04,57414,1400,13.98,0.0,1,2
2026-04-21,FB,Dora iOS,iOS,Dora_ios_10.29 AEO_Enzo_zmf,1448.38,53122,1613,7.98,0.0,0,2
2026-04-21,FB,Dora iOS,iOS,Dora_ios_9.29 AEO_zmf,2498.66,64934,1348,0,0,0,0
2026-04-21,FB,Dora iOS,iOS,Dora_ios_wcx_abo_aeo_1113,500.13,15319,342,0,0,0,0
2026-04-21,FB,Dora iOS,iOS,Dora_ios_wcx_abo_aeo_1118,1914.61,97982,1891,0,0,0,0
2026-04-21,FB,Dora iOS,iOS,Dora_ios_wcx_aeo_1026_110,473.51,21464,353,18.98,0.0,0,2
2026-04-21,FB,Dora iOS,iOS,Dora_ios_wcx_aeo_1028_107,1898.48,84191,1203,101.91999999999999,0.0,1,8
2026-04-21,FB,Dora iOS,iOS,Dora_ios_zmf_abo_vo_0421_1,205.17,5596,148,0,0,0,0
2026-04-21,FB,Dora iOS,iOS,dora_ios_AEO_MCY_1106_,3659.09,133946,1526,0,0,0,0
2026-04-21,FB,Dora iOS,iOS,dora_ios_AEO_MCY_1115,1874.4,82079,1166,0,0,0,0
2026-04-21,FB,GraceChat,iOS,0226-GC-ios-AEO-zm1,41.63,1102,38,0,0,0,0
2026-04-21,FB,GraceChat,iOS,0227-lhfb-GC ios-AEO,103.13,4669,121,0,0,0,0
2026-04-21,FB,GraceChat,iOS,0320-2-GC-ios-VO-zm1,129.16,5726,200,0,0,0,0
2026-04-21,FB,GraceChat,iOS,0320-GC-ios-VO-zm1,522.91,15720,356,3.99,0.0,0,1
2026-04-21,FB,GraceChat,iOS,0331-lhfb-GC ios-VO,354.55,9237,291,0,0,0,0
2026-04-21,FB,GraceChat,iOS,0331-liuh-GC ios-VO,0,0,0,27.96,0.0,0,4
2026-04-21,FB,GraceChat,iOS,0416-1-GC-ios-VO-cbo-zm1,64.4,1595,109,0,0,0,0
2026-04-21,FB,GraceChat,iOS,0416-2-GC-ios-AEO-cbo-zm1,52.07,1550,64,0,0,0,0
2026-04-21,FB,GraceChat,iOS,0627-2-GC-ios-AEO-zm1,87.9,3513,114,0,0,0,0
2026-04-21,FB,Jovia And,Android,0203-1-Jovia-and-AAAAEO-zm1,81.61,1956,40,0,0,0,0
2026-04-21,FB,Jovia And,Android,0203-2-Jovia-and-AEO-zm1,123.95,2125,42,0,0,0,0
2026-04-21,FB,Jovia And,Android,0205-1-Jovia-and-AEO-zm1,417.62,6855,203,0,0,0,0
2026-04-21,FB,Jovia And,Android,0416-2-Jovia-and-AEO-abo-zm1,182.65,5020,128,0,0,0,0
2026-04-21,FB,Jovia And,Android,0416-Jovia-and-AEO-cbo-zm1,162.32,2933,79,0,0,0,0
2026-04-21,FB,Jovia And,Android,4.1 AEOc cyl,166.37,2499,70,0,0,0,0
2026-04-21,FB,Jovia And,Android,Jovia And_syh_260304_AEO,159.89,4551,101,0,0,0,0
2026-04-21,FB,Jovia And,Android,Jovia and-zm1-260401-AEO-FB-地区测试3,89.47,2651,66,0,0,0,0
2026-04-21,FB,Kira And,Android,0418-Kira-and-AEO-zm1,678.29,12160,567,0,0,0,0
2026-04-21,FB,Kira And,Android,0418-liuhfb-Kira and// aeo,214.58,2747,118,0,0,0,0
2026-04-21,FB,Kira And,Android,0419-liuhfb-Kira and// aeo,71.69,1821,65,0,0,0,0
2026-04-21,FB,Kira And,Android,0421-Kira-and-aeo-ymt//ff,203.21,4697,225,0,0,0,0
2026-04-21,FB,Kira And,Android,Kira And_wvv_20260421_aeo_1,350.83,6133,277,0,0,0,0
2026-04-21,FB,Kira And,Android,Kira and_dsk_20260420_aeo_定投,160.38,2858,129,0,0,0,0
2026-04-21,FB,Kira And,Android,kira and_zjc_20260420_AEO_ABO,113.83,2288,108,0,0,0,0
2026-04-21,FB,Kira And,Android,kira and_zjc_20260420_AEO_CBO,87.48,1695,75,0,0,0,0
2026-04-21,FB,Kira iOS,iOS,Kira IOS_cy1_260417_AEO,100.4,1513,39,0,0,0,0
2026-04-21,FB,Kira iOS,iOS,Kira ios_aeo_MCY_0415,196.07,4231,188,0,0,0,0
2026-04-21,FB,Kira iOS,iOS,Kira ios_dsk_20260417_VO_常规,50.11,764,24,0,0,0,0
2026-04-21,FB,Kira iOS,iOS,Kira ios_dsk_260417_aeo,34.11,818,28,0,0,0,0
2026-04-21,FB,Kira iOS,iOS,Kira ios_wvv_20260421_vo_1,96.07,1644,111,0,0,0,0
2026-04-21,FB,Kira iOS,iOS,Kira ios_wvv_260415_aeo_1,272.01,5921,179,0,0,0,0
2026-04-21,FB,Kira iOS,iOS,Kira ios_wvv_260416_aeo_2,157.6,2839,61,0,0,0,0
2026-04-21,FB,Kira iOS,iOS,Kira_ios_wcx_abo_aeo_0415,101.51,1846,81,0,0,0,0
2026-04-21,FB,Kira iOS,iOS,Kira_ios_zmf_abo_purchase_0421_1_new,226.15,2775,127,0,0,0,0
2026-04-21,FB,Kira iOS,iOS,kira ios_zjc_20260414_AEO_ABO,63.93,1645,50,0,0,0,0
2026-04-21,FB,Kira iOS,iOS,kira ios_zjc_20260417_AEO_ABO,397.94,7872,265,0,0,0,0
2026-04-21,FB,Kira iOS,iOS,kira ios_zjc_20260420_AEO_ABO,26.61,443,18,0,0,0,0
2026-04-21,FB,Luma,iOS,0219_Luma_iOS_AEO_MCY,278.68,9890,326,0,0,0,0
2026-04-21,FB,Luma,iOS,0407_Luma_iOS_AEO_MCY,134.61,3594,56,0,0,0,0
2026-04-21,FB,Luma,iOS,0408_Luma_iOS_AEO_MCY,269.4,10982,265,0,0,0,0
2026-04-21,FB,Luma,iOS,0417-1-Luma-ios-AEO-abo-zm1,118.83,4276,136,0,0,0,0
2026-04-21,FB,Luma,iOS,0417-2-Luma-ios-VO-cbo-zm1,198.6,4002,137,0,0,0,0
2026-04-21,FB,Luma,iOS,1230_Luma_iOS_AEO_MCY,200.79,2203,56,0,0,0,0
2026-04-21,FB,Luma,iOS,Luma iOS_syh_260305_AEO,80.64,3860,118,0,0,0,0
2026-04-21,FB,Luma,iOS,Luma iOS_syh_260312_AEO,79.99,4327,127,0,0,0,0
2026-04-21,FB,Luma,iOS,Luma ios_cy1_0419_aeo,121.51,5084,134,0,0,0,0
2026-04-21,FB,Luma,iOS,Luma ios_cy1_0420_aeo,96.95,3020,101,0,0,0,0
2026-04-21,FB,Luma,iOS,Luma ios_wvv_2026/04/21_1,127.79,4284,117,0,0,0,0
2026-04-21,FB,Luma,iOS,Luma ios_zjc_20260419_AEO_ABO,733.34,29047,766,0,0,0,0
2026-04-21,FB,Luma,iOS,Luma ios_zjc_20260420_AEO_ABO1,61.46,3029,79,0,0,0,0
2026-04-21,FB,Luma,iOS,Luma_ios_W2A_zmf_aeo_abo_0418_1,22.67,566,25,0,0,0,0
2026-04-21,FB,Luma,iOS,Luma_ios_W2A_zmf_aeo_abo_0421_1,104.34,2879,126,0,0,0,0
2026-04-21,FB,Luma,iOS,Luma_ios_zmf_abo_0331_1,213.39,8147,167,0,0,0,0
2026-04-21,FB,Luma,iOS,Luma_ios_zmf_abo_1220_2,221.73,11452,267,0,0,0,0
2026-04-21,FB,Romi And,Android,0311-liuhfb-Romi and//cj,241.64,5025,134,0,0,0,0
2026-04-21,FB,Romi And,Android,0312-liuhfb-Romi and//aeo,117.22,2257,75,0,0,0,0
2026-04-21,FB,Romi And,Android,0419-liuhfb-Romi and-//aeo,72.39,1736,52,0,0,0,0
2026-04-21,FB,Romi And,Android,3.11 AEOc cyl,127.26,1770,51,0,0,0,0
2026-04-21,FB,Romi And,Android,Romi And_syh_260310_AEO,115.3,7287,125,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,0110-Romi-ios-AEO-zm1,555.17,22694,378,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,0110-Romi-ios-AEO-zm1 (6945352791568),0,0,0,139.96,0.0,1,4
2026-04-21,FB,Romi iOS,iOS,0204-Romi-ios-VO-zm1,899.64,31556,608,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,0204-Romi-ios-VO-zm1 (6953751189968),0,0,0,330.86000000000007,0.0,0,14
2026-04-21,FB,Romi iOS,iOS,0416-Romi-ios-VO-cbo-zm1,299.02,10916,199,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,0416-Romi-ios-VO-cbo-zm1 (6990478271568),0,0,0,107.72999999999998,0.0,0,27
2026-04-21,FB,Romi iOS,iOS,0417-liuh-Romi ios-//aeo,128.76,2796,96,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,0419-liuh-Romi ios-//aeo,87.89,1631,91,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,0421-liuh-Romi ios-//aeo,126.74,2727,122,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,1226-2-Romi-ios-AEO-zm1,1459.81,51405,724,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,1226-2-Romi-ios-AEO-zm1 (6939852270968),0,0,0,278.93,0.0,0,7
2026-04-21,FB,Romi iOS,iOS,3.14 AEOc cbo cyl,1686.36,58051,1314,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,3.14 AEOc cbo cyl (120241002174210475),0,0,0,228.6699999999999,0.0,0,33
2026-04-21,FB,Romi iOS,iOS,3.6 VOc cyl,3169.81,118841,1857,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,3.6 VOc cyl (120240683942700475),0,0,0,577.5800000000002,0.0,0,42
2026-04-21,FB,Romi iOS,iOS,4.18 VOc cyl,944.3,29987,591,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,Romi iOS_syh_260327_AEO,65.92,960,25,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,Romi iOS_syh_260402_AEO,84.76,1277,26,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,Romi iOS_syh_260416_AEO,218.8,10693,268,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,Romi iOS_syh_260416_VO,199.55,7149,262,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,Romi iOS_syh_260416_VO (120242388498510055),0,0,0,9.99,0.0,0,1
2026-04-21,FB,Romi iOS,iOS,Romi ios_dsk_20260420_AEO_W2A,76.02,1129,50,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,Romi ios_wvv_2026/04/21_aeo_1,110.94,5550,89,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,Romi ios_wvv_2026/04/21_aeo_1 (120243117387310517),0,0,0,3.99,0.0,0,1
2026-04-21,FB,Romi iOS,iOS,Romi_ios_zmf_purchase_abo_0320_1,256.4,17504,291,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,Romi_ios_zmf_purchase_abo_0320_1 (120248735216530151),0,0,0,73.9,0.0,0,10
2026-04-21,FB,Romi iOS,iOS,Romi_ios_zmf_vo_abo_0411_1,142.06,6588,127,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,Romi_ios_zmf_vo_abo_0411_1 (120249834385690151),0,0,0,95.75999999999999,0.0,0,24
2026-04-21,FB,Romi iOS,iOS,Romi_ios_zmf_vo_cbo_0319_2,347.89,10128,355,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,Romi_ios_zmf_vo_cbo_0319_2 (120243482931960228),0,0,0,19.98,0.0,0,2
2026-04-21,FB,Romi iOS,iOS,Romi_ios_zmf_vo_cbo_0325_1,735.71,13926,298,0,0,0,0
2026-04-21,FB,Romi iOS,iOS,Romi_ios_zmf_vo_cbo_0325_1 (120243690432680228),0,0,0,7.98,0.0,0,2
2026-04-21,GG,Doni,Android,0130-GG-Doni-and-firebase-2.5-zm1,523.5176,41292,391,78.94,0.0,7,6
2026-04-21,GG,Doni,Android,0409-GG-Doni-and-appflyer-2.5-zjc,326.2814,11735,246,1370.610000000002,0.0,6,239
2026-04-21,GG,Doni,Android,0412-lhgg-Doni and-//,203.4734,8835,142,0.0,0.0,2,0
2026-04-21,GG,Doni,Android,0412-lhgg-Doni and-// cj,120.852,3099,80,0,0,0,0
2026-04-21,GG,Doni,Android,0415-GG-Doni-and-2.5-af-zm1,77.0638,9397,52,0,0,0,0
2026-04-21,GG,Doni,Android,0416-GG-Doni-and-ymt,150.2848,5581,83,0.0,0.0,1,0
2026-04-21,GG,Doni,Android,1224-GG-Doni-and-2.5出价-video-zm1,446.2181,31691,308,0,0,0,0
2026-04-21,GG,Doni,Android,20260101-gg-Doni-And-aeo-手动nv-wcx,1526.2642,71684,1017,543.6000000000003,0.0,5,40
2026-04-21,GG,Doni,Android,20260127-gg-Doni-And-purchase-wcx,972.9274,60468,615,59.88000000000002,0.0,5,12
2026-04-21,GG,Doni,Android,Doni And_syh_260312_AEO,663.8853,44527,491,7.98,0.0,12,2
2026-04-21,GG,Doni,Android,Doni And_syh_260327_AEO,251.9609,9201,140,63.94999999999999,0.0,4,5
2026-04-21,GG,Doni,Android,Doni_and_zmf_2.5_purchase_0227_1-gg,31.0583,1454,58,0,0,0,0
2026-04-21,GG,Doni,Android,Doni_and_zmf_2.5_purchase_0321_1-gg,180.1696,18630,194,0.0,0.0,2,0
2026-04-21,GG,Doni,Android,Doni_and_zmf_2.5_purchase_0327_1-gg,110.0319,3633,81,41.913667687871765,0.0,2,10
2026-04-21,GG,Doni,Android,Doni_and_zmf_2.5_purchase_0417_1-gg-tpv,50.8593,2292,38,0,0,0,0
2026-04-21,GG,Dora And,Android,0411_ymt_gg_Dora🆙,97.0657,412,45,29.99,0.0,2,1
2026-04-21,GG,Dora And,Android,0412-ymt_GG-Dora👀,180.2728,648,53,11.97,0.0,2,3
2026-04-21,GG,Dora And,Android,0415-GG-Dora-and-2.5-af-zm1,96.3225,6290,75,0,0,0,0
2026-04-21,GG,Dora And,Android,4.14_Dora_GG_ymt_cj🆙,310.8929,2441,119,581.6800000000002,0.0,3,32
2026-04-21,GG,Dora And,Android,Dora And_syh_260311_AEO,2310.1876,12869,710,268.78000000000014,0.0,5,22
2026-04-21,GG,Dora And,Android,Dora And_syh_260402_AEO,570.2545,6036,198,157.82999999999998,0.0,18,17
2026-04-21,GG,Dora And,Android,Dora And_wvv_260409_GG_1,667.231,3720,220,112.90999999999998,0.0,2,9
2026-04-21,GG,Dora And,Android,Dora and_mcy_20260417_GG_常规,101.003,2645,60,0,0,0,0
2026-04-21,GG,Dora And,Android,Dora_0410_GG_ymt_01👀,151.1606,732,41,0,0,0,0
2026-04-21,GG,Dora And,Android,Dora_and_wcx_2.5purchase_1105_V,322.552,57959,343,0,0,0,0
2026-04-21,GG,Dora And,Android,Dora_and_zmf_2.5_purchase_0320_1-gg,92.0873,2967,31,0,0,0,0
2026-04-21,GG,Dora And,Android,Dora_and_zmf_2.5_purchase_0417_1-gg-tp,3.2817,460,6,0,0,0,0
